asb,"asset_type","cis_control","cis_safeguard_id",description,ig1,ig2,ig3,recommendation,relationship,"security_function","security_principal",title
"LT-5",Network,13,"13.1","Centralize security event alerting across enterprise assets for log correlation and analysis. Best practice implementation requires the use of a SIEM, which includes vendor-defined event correlation alerts. A log analytics platform configured with security-relevant correlation alerts also satisfies this Safeguard.",0,1,1,"Centralize security log management and analysis",Equivalent,Detect,"Centralize logging storage and analysis to enable correlation across log data. For each log source, ensure that you have assigned a data owner, access guidance, storage location, what tools are used to process and access the data, and data retention requirements.","Centralize Security Event Alerting"
"GS-7",Network,13,"13.1","Centralize security event alerting across enterprise assets for log correlation and analysis. Best practice implementation requires the use of a SIEM, which includes vendor-defined event correlation alerts. A log analytics platform configured with security-relevant correlation alerts also satisfies this Safeguard.",0,1,1,"Define and implement logging, threat detection and incident response strategy",Subset,Detect,"N/A
","Centralize Security Event Alerting"
"NS-4",Devices,13,"13.2","Deploy a host-based intrusion detection solution on enterprise assets, where appropriate and/or supported.",0,1,1,"Deploy intrusion detection/intrusion prevention systems (IDS/IPS)",Subset,Detect,"Use network intrusion detection/intrusion prevention systems (IDS/IPS) to inspect the network and/or payload traffic to or from your workload. Ensure that IDS/IPS is always tuned to provide high-quality alerts to your SIEM solution.

For more in-depth host level detection and prevention capability, use host-based IDS/IPS or a host-based endpoint detection and response (EDR) solution in conjunction with the network IDS/IPS.","Deploy a Host-Based Intrusion Detection Solution"
"NS-4",Network,13,"13.3","Deploy a network intrusion detection solution on enterprise assets, where appropriate. Example implementations include the use of a Network Intrusion Detection System (NIDS) or equivalent cloud service provider (CSP) service.",0,1,1,"Deploy intrusion detection/intrusion prevention systems (IDS/IPS)",Subset,Detect,"Use network intrusion detection/intrusion prevention systems (IDS/IPS) to inspect the network and/or payload traffic to or from your workload. Ensure that IDS/IPS is always tuned to provide high-quality alerts to your SIEM solution.

For more in-depth host level detection and prevention capability, use host-based IDS/IPS or a host-based endpoint detection and response (EDR) solution in conjunction with the network IDS/IPS.","Deploy a Network Intrusion Detection Solution"
,Network,13,"13.4","Perform traffic filtering between network segments, where appropriate.",0,1,1,,,Protect,,"Perform Traffic Filtering Between Network Segments"
"IM-7",Devices,13,"13.5","Manage access control for assets remotely connecting to enterprise resources. Determine amount of access to enterprise resources based on: up-to-date anti-malware software installed, configuration compliance with the enterprise’s secure configuration process, and ensuring the operating system and applications are up-to-date.	 ",0,1,1,"Restrict resource access based on  conditions",Subset,Protect,"Explicitly validate trusted signals to allow or deny user access to resources as part of a zero-trust access model. Signals to validate should include strong authentication of user account, behavioral analytics of user account, device trustworthiness, user or group membership, locations and so on.","Manage Access Control for Remote Assets"
"PA-6",Devices,13,"13.5","Manage access control for assets remotely connecting to enterprise resources. Determine amount of access to enterprise resources based on: up-to-date anti-malware software installed, configuration compliance with the enterprise’s secure configuration process, and ensuring the operating system and applications are up-to-date.	 ",0,1,1,"Use privileged access workstations",Superset,Protect,"Secured, isolated workstations are critically important for the security of sensitive roles like administrator, developer, and critical service operator.  ","Manage Access Control for Remote Assets"
"LT-4",Network,13,"13.6","Collect network traffic flow logs and/or network traffic to review and alert upon from network devices.",0,1,1,"Enable network logging for security investigation
",Subset,Detect,"Enable logging for your network services to support network-related incident investigations, threat hunting, and security alert generation. The network logs may include logs from network services such as IP filtering, network and application firewall, DNS, flow monitoring and so on.","Collect Network Traffic Flow Logs"
"NS-4",Devices,13,"13.7"," Deploy a host-based intrusion prevention solution on enterprise assets, where appropriate and/or supported. Example implementations include use of an Endpoint Detection and Response (EDR) client or host-based IPS agent.",0,0,1,"Deploy intrusion detection/intrusion prevention systems (IDS/IPS)",Subset,Protect,"Use network intrusion detection/intrusion prevention systems (IDS/IPS) to inspect the network and/or payload traffic to or from your workload. Ensure that IDS/IPS is always tuned to provide high-quality alerts to your SIEM solution.

For more in-depth host level detection and prevention capability, use host-based IDS/IPS or a host-based endpoint detection and response (EDR) solution in conjunction with the network IDS/IPS.","Deploy a Host-Based Intrusion Prevention Solution"
"ES-1",Devices,13,"13.7"," Deploy a host-based intrusion prevention solution on enterprise assets, where appropriate and/or supported. Example implementations include use of an Endpoint Detection and Response (EDR) client or host-based IPS agent.",0,0,1,"Use Endpoint Detection and Response (EDR)",Equivalent,Protect,"Enable Endpoint Detection and Response (EDR) capabilities for VMs and integrate with SIEM and security operations processes.","Deploy a Host-Based Intrusion Prevention Solution"
"NS-4",Network,13,"13.8","Deploy a network intrusion prevention solution, where appropriate. Example implementations include the use of a Network Intrusion Prevention System (NIPS) or equivalent CSP service.",0,0,1,"Deploy intrusion detection/intrusion prevention systems (IDS/IPS)",Subset,Protect,"Use network intrusion detection/intrusion prevention systems (IDS/IPS) to inspect the network and/or payload traffic to or from your workload. Ensure that IDS/IPS is always tuned to provide high-quality alerts to your SIEM solution.

For more in-depth host level detection and prevention capability, use host-based IDS/IPS or a host-based endpoint detection and response (EDR) solution in conjunction with the network IDS/IPS.","Deploy a Network Intrusion Prevention Solution"
,Devices,13,"13.9","Deploy port-level access control. Port-level access control utilizes 802.1x, or similar network access control protocols, such as certificates, and may incorporate user and/or device authentication.",0,0,1,,,Protect,,"Deploy Port-Level Access Control"
"NS-3",Network,13,"13.10","Perform application layer filtering. Example implementations include a filtering proxy, application layer firewall, or gateway.",0,0,1,"Deploy firewall at the edge of enterprise network",Subset,Protect,"Deploy firewall to perform advanced filtering on network traffic to and from external networks. You can also use firewalls between internal segments to support a segmentation strategy. If required, use custom routes for your subnet to override the system route when you need to force the network traffic to go through a network appliance for security control purpose.

At minimum, block known bad IP addresses and high-risk protocols like remote management (like RDP and SSH) and intranet protocols like SMB and Kerberos.  ","Perform Application Layer Filtering"
"NS-4",Network,13,"13.10","Perform application layer filtering. Example implementations include a filtering proxy, application layer firewall, or gateway.",0,0,1,"Deploy intrusion detection/intrusion prevention systems (IDS/IPS)",Subset,Protect,"Use network intrusion detection/intrusion prevention systems (IDS/IPS) to inspect the network and/or payload traffic to or from your workload. Ensure that IDS/IPS is always tuned to provide high-quality alerts to your SIEM solution.

For more in-depth host level detection and prevention capability, use host-based IDS/IPS or a host-based endpoint detection and response (EDR) solution in conjunction with the network IDS/IPS.","Perform Application Layer Filtering"
"NS-5",Network,13,"13.10","Perform application layer filtering. Example implementations include a filtering proxy, application layer firewall, or gateway.",0,0,1,"Deploy DDOS protection",Subset,Protect,"Deploy distributed denial of service (DDoS) protection to protect your network and applications from attacks.","Perform Application Layer Filtering"
"NS-6",Network,13,"13.10","Perform application layer filtering. Example implementations include a filtering proxy, application layer firewall, or gateway.",0,0,1,"Deploy web application firewall",Subset,Protect,"Deploy web application firewall (WAF) and configure the appropriate rules to protect your web applications and APIs from application-specific attacks.","Perform Application Layer Filtering"
,Network,13,"13.11","Tune security event alerting thresholds monthly, or more frequently.",0,0,1,,,Detect,,"Tune Security Event Alerting Thresholds"
,"N/A",14,"14.1","Establish and maintain a security awareness program. The purpose of a security awareness program is to educate the enterprise’s workforce on how to interact with enterprise assets and data in a secure manner. Conduct training at hire and, at a minimum, annually. Review and update content annually, or when significant enterprise changes occur that could impact this Safeguard.",1,1,1,,,Protect,,"Establish and Maintain a Security Awareness Program"
,"N/A",14,"14.2","Train workforce members to recognize social engineering attacks, such as phishing, pre-texting, and tailgating. ",1,1,1,,,Protect,,"Train Workforce Members to Recognize Social Engineering Attacks"
,"N/A",14,"14.3","Train workforce members on authentication best practices. Example topics include MFA, password composition, and credential management.",1,1,1,,,Protect,,"Train Workforce Members on Authentication Best Practices"
,"N/A",14,"14.4","Train workforce members on how to identify and properly store, transfer, archive, and destroy sensitive data. This also includes training workforce members on clear screen and desk best practices, such as locking their screen when they step away from their enterprise asset, erasing physical and virtual whiteboards at the end of meetings, and storing data and assets securely.",1,1,1,,,Protect,,"Train Workforce on Data Handling Best Practices"
,"N/A",14,"14.5","Train workforce members to be aware of causes for unintentional data exposure. Example topics include mis-delivery of sensitive data, losing a portable end-user device, or publishing data to unintended audiences.",1,1,1,,,Protect,,"Train Workforce Members on Causes of Unintentional Data Exposure"
,"N/A",14,"14.6","Train workforce members to be able to recognize a potential incident and be able to report such an incident. ",1,1,1,,,Protect,,"Train Workforce Members on Recognizing and Reporting Security Incidents"
,"N/A",14,"14.7","Train workforce to understand how to verify and report out-of-date software patches or any failures in automated processes and tools. Part of this training should include notifying IT personnel of any failures in automated processes and tools.",1,1,1,,,Protect,,"Train Workforce on How to Identify and Report if Their Enterprise Assets are Missing Security Updates"
,"N/A",14,"14.8","Train workforce members on the dangers of connecting to, and transmitting data over, insecure networks for enterprise activities. If the enterprise has remote workers, training must include guidance to ensure that all users securely configure their home network infrastructure.",1,1,1,,,Protect,,"Train Workforce on the Dangers of Connecting to and Transmitting Enterprise Data Over Insecure Networks"
"GS-1","N/A",14,"14.9","Conduct role-specific security awareness and skills training. Example implementations include secure system administration courses for IT professionals, (OWASP® Top 10 vulnerability awareness and prevention training for web application developers, and advanced social engineering awareness training for high-profile roles.",0,1,1,"Align organization roles, responsibilities, and accountabilities",Subset,Protect,"N/A
","Conduct Role-Specific Security Awareness and Skills Training"
,"N/A",15,"15.1","Establish and maintain an inventory of service providers. The inventory is to list all known service providers, include classification(s), and designate an enterprise contact for each service provider. Review and update the inventory annually, or when significant enterprise changes occur that could impact this Safeguard. ",1,1,1,,,Identify,,"Establish and Maintain an Inventory of Service Providers"
,"N/A",15,"15.2","Establish and maintain a service provider management policy. Ensure the policy addresses the classification, inventory, assessment, monitoring, and decommissioning of service providers. Review and update the policy annually, or when significant enterprise changes occur that could impact this Safeguard.",0,1,1,,,Identify,,"Establish and Maintain a Service Provider Management Policy"
,"N/A",15,"15.3","Classify service providers. Classification consideration may include one or more characteristics, such as data sensitivity, data volume, availability requirements, applicable regulations, inherent risk, and mitigated risk. Update and review classifications annually, or when significant enterprise changes occur that could impact this Safeguard.",0,1,1,,,Identify,,"Classify Service Providers"
,"N/A",15,"15.4","Ensure service provider contracts include security requirements. Example requirements may include minimum security program requirements, security incident and/or data breach notification and response, data encryption requirements, and data disposal commitments. These security requirements must be consistent with the enterprise’s service provider management policy. Review service provider contracts annually to ensure contracts are not missing security requirements.",0,1,1,,,Protect,,"Ensure Service Provider Contracts Include Security Requirements"
,"N/A",15,"15.5","Assess service providers consistent with the enterprise’s service provider management policy. Assessment scope may vary based on classification(s), and may include review of standardized assessment reports, such as Service Organization Control 2 (SOC 2) and Payment Card Industry (PCI) Attestation of Compliance (AoC), customized questionnaires, or other appropriately rigorous processes. Reassess service providers annually, at a minimum, or with new and renewed contracts.",0,0,1,,,Identify,,"Assess Service Providers"
,Data,15,"15.6","Monitor service providers consistent with the enterprise’s service provider management policy. Monitoring may include periodic reassessment of service provider compliance, monitoring service provider release notes, and dark web monitoring.",0,0,1,,,Detect,,"Monitor Service Providers"
,Data,15,"15.7","Securely decommission service providers. Example considerations include user and service account deactivation, termination of data flows, and secure disposal of enterprise data within service provider systems. ",0,0,1,,,Protect,,"Securely Decommission Service Providers"
"DS-6",Applications,16,"16.1","Establish and maintain a secure application development process. In the process, address such items as: secure application design standards, secure coding practices, developer training, vulnerability management, security of third-party code, and application security testing procedures. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.",0,1,1,"Enforce security of workload throughout DevOps lifecycle",Superset,Protect,"Ensure the workload is secured throughout the entire lifecycle in development, testing, and deployment stage. Use Azure Security Benchmark to evaluate the controls (such as network security, identity management, privileged access and so on) that can be set as guardrails by default or shift left prior to the deployment stage. In particular, ensure the following controls are in place in your DevOps process: 
- Automate the deployment by using Azure or third-party tooling in the CI/CD workflow, infrastructure management (infrastructure as code), and testing to reduce human error and attack surface. 
- Ensure VM, container images and other artifacts are secure from malicious manipulation. 
- Scan the workload artifacts (i.e., container image, dependencies, SAST and DAST scan) prior to the deployment in the CI/CD workflow
- Deploy vulnerability assessment and threat detection capability into the production environment and continuously use these capabilities in the run-time.","Establish and Maintain a Secure Application Development Process"
"GS-10",Applications,16,"16.1","Establish and maintain a secure application development process. In the process, address such items as: secure application design standards, secure coding practices, developer training, vulnerability management, security of third-party code, and application security testing procedures. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.",0,1,1,"Define and implement DevOps security strategy",Equivalent,Protect,"N/A
","Establish and Maintain a Secure Application Development Process"
"GS-10",Applications,16,"16.2","Establish and maintain a process to accept and address reports of software vulnerabilities, including providing a means for external entities to report. The process is to include such items as: a vulnerability handling policy that identifies reporting process, responsible party for handling vulnerability reports, and a process for intake, assignment, remediation, and remediation testing. As part of the process, use a vulnerability tracking system that includes severity ratings, and metrics for measuring timing for identification, analysis, and remediation of vulnerabilities. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.

Third-party application developers need to consider this an externally-facing policy that helps to set expectations for outside stakeholders. ",0,1,1,"Define and implement DevOps security strategy",Subset,Protect,"N/A
","Establish and Maintain a Process to Accept and Address Software Vulnerabilities"
,Applications,16,"16.3","Perform root cause analysis on security vulnerabilities. When reviewing vulnerabilities, root cause analysis is the task of evaluating underlying issues that create vulnerabilities in code, and allows development teams to move beyond just fixing individual vulnerabilities as they arise.",0,1,1,,,Protect,,"Perform Root Cause Analysis on Security Vulnerabilities"
"DS-2",Applications,16,"16.4","Establish and manage an updated inventory of third-party components used in development, often referred to as a “bill of materials,” as well as components slated for future use. This inventory is to include any risks that each third-party component could pose. Evaluate the list at least monthly to identify any changes or updates to these components, and validate that the component is still supported. ",0,1,1,"Ensure software supply chain security",Subset,Protect,"Ensure your enterprise’s SDLC (Software Development Lifecycle) or process include a set of security controls to govern the in-house and third-party software components (including both proprietary and open-source software) where your applications have dependencies. Define gating criteria to prevent vulnerable or malicious components being integrated and deployed into the environment. 

The software supply chain security controls at least should include following aspects:
- Identify the upstream dependencies required at the development, build, integration and deployment phase.
- Inventory and track the in-house and third-party software components for known vulnerability when there is a fix available in the upstream.
- Assess the vulnerabilities and malware in the software components using static and dynamic application testing for unknown vulnerabilities.
- Ensure the vulnerabilities and malware are mitigated using the appropriate approach. This may include source code local or upstream fix, feature exclusion and/or applying compensating controls if the direct mitigation is not available. 

Note: If closed source third-party components are used in your production environment where you may have limited visibility to its security posture. You should consider additional controls such as access control, network isolation and endpoint security to minimize the impact if there is a malicious activity or vulnerability associated with the component. ","Establish and Manage an Inventory of Third-Party Software Components"
,Applications,16,"16.5","Use up-to-date and trusted third-party software components. When possible, choose established and proven frameworks and libraries that provide adequate security. Acquire these components from trusted sources or evaluate the software for vulnerabilities before use.",0,1,1,,,Protect,,"Use Up-to-Date and Trusted Third-Party Software Components"
"DS-2",Applications,16,"16.6","Establish and maintain a severity rating system and process for application vulnerabilities that facilitates prioritizing the order in which discovered vulnerabilities are fixed. This process includes setting a minimum level of security acceptability for releasing code or applications. Severity ratings bring a systematic way of triaging vulnerabilities that improves risk management and helps ensure the most severe bugs are fixed first. Review and update the system and process annually.",0,1,1,"Ensure software supply chain security",Subset,Protect,"Ensure your enterprise’s SDLC (Software Development Lifecycle) or process include a set of security controls to govern the in-house and third-party software components (including both proprietary and open-source software) where your applications have dependencies. Define gating criteria to prevent vulnerable or malicious components being integrated and deployed into the environment. 

The software supply chain security controls at least should include following aspects:
- Identify the upstream dependencies required at the development, build, integration and deployment phase.
- Inventory and track the in-house and third-party software components for known vulnerability when there is a fix available in the upstream.
- Assess the vulnerabilities and malware in the software components using static and dynamic application testing for unknown vulnerabilities.
- Ensure the vulnerabilities and malware are mitigated using the appropriate approach. This may include source code local or upstream fix, feature exclusion and/or applying compensating controls if the direct mitigation is not available. 

Note: If closed source third-party components are used in your production environment where you may have limited visibility to its security posture. You should consider additional controls such as access control, network isolation and endpoint security to minimize the impact if there is a malicious activity or vulnerability associated with the component. ","Establish and Maintain a Severity Rating System and Process for Application Vulnerabilities"
"DS-3",Applications,16,"16.7","Use standard, industry-recommended hardening configuration templates for application infrastructure components. This includes underlying servers, databases, and web servers, and applies to cloud containers, Platform as a Service (PaaS) components, and SaaS components. Do not allow in-house developed software to weaken configuration hardening.",0,1,1,"Secure DevOps infrastructure",Subset,Protect,"Ensure the DevOps infrastructure and pipeline follow security best practices across environments including your build, test, and production stages. This typically includes the security controls for following scope:
- Artifact repositories that store source code, built packages and images, project artifacts and business data.
- Servers, services, and tooling that hosting CI/CD pipelines.
- CI/CD pipeline configuration.","Use Standard Hardening Configuration Templates for Application Infrastructure"
"DS-6",Applications,16,"16.7","Use standard, industry-recommended hardening configuration templates for application infrastructure components. This includes underlying servers, databases, and web servers, and applies to cloud containers, Platform as a Service (PaaS) components, and SaaS components. Do not allow in-house developed software to weaken configuration hardening.",0,1,1,"Enforce security of workload throughout DevOps lifecycle",Subset,Protect,"Ensure the workload is secured throughout the entire lifecycle in development, testing, and deployment stage. Use Azure Security Benchmark to evaluate the controls (such as network security, identity management, privileged access and so on) that can be set as guardrails by default or shift left prior to the deployment stage. In particular, ensure the following controls are in place in your DevOps process: 
- Automate the deployment by using Azure or third-party tooling in the CI/CD workflow, infrastructure management (infrastructure as code), and testing to reduce human error and attack surface. 
- Ensure VM, container images and other artifacts are secure from malicious manipulation. 
- Scan the workload artifacts (i.e., container image, dependencies, SAST and DAST scan) prior to the deployment in the CI/CD workflow
- Deploy vulnerability assessment and threat detection capability into the production environment and continuously use these capabilities in the run-time.","Use Standard Hardening Configuration Templates for Application Infrastructure"
,Applications,16,"16.8","Maintain separate environments for production and non-production systems.",0,1,1,,,Protect,,"Separate Production and Non-Production Systems"
"IM-8",Applications,16,"16.9","Ensure that all software development personnel receive training in writing secure code for their specific development environment and responsibilities. Training can include general security principles and application security standard practices. Conduct training at least annually and design in a way to promote security within the development team, and build a culture of security among the developers.",0,1,1,"Restrict the exposure of credential and secrets",Subset,Protect,"Ensure that applications developers securely handles credentials and secrets:
- Avoid embedding the credentials and secrets into the code and configuration files
- Use key vault or a secure key store service to store the credentials and secrets
- Scan for credentials in source code. 

Note: This is often governed and enforced through a secure software development lifecycle (SDLC) and DevOps security process","Train Developers in Application Security Concepts and Secure Coding"
"DS-1",Applications,16,"16.10","Apply secure design principles in application architectures. Secure design principles include the concept of least privilege and enforcing mediation to validate every operation that the user makes, promoting the concept of ""never trust user input."" Examples include ensuring that explicit error checking is performed and documented for all input, including for size, data type, and acceptable ranges or formats. Secure design also means minimizing the application infrastructure attack surface, such as turning off unprotected ports and services, removing unnecessary programs and files, and renaming or removing default accounts.",0,1,1,"Conduct threat modeling

",Subset,Protect,"Perform threat modeling to identify the potential threats and enumerate the mitigating controls. Ensure your threat modeling serves the following purposes:
- Secure your applications and services in the production run-time stage. 
- Secure the artifacts, underlying CI/CD pipeline and other tooling environment used for build, test, and deployment. 
The threat modeling at least should include the following aspects:
- Define the security requirements of the application. Ensure these requirements are adequately addressed in the threat modeling.
- Analyze application components, data connections and their relationship. Ensure this analysis also includes the upstream and downstream connections outside of your application scope.
- List the potential threats and attack vectors that your application components, data connections and upstream and downstream services may be exposed to. 
- Identify the applicable security controls that can be used to mitigate the threats enumerated and identify any controls gaps (i.e., security vulnerabilities) that may require additional treatment plan.
- Enumerate and design the controls that can mitigate the vulnerabilities identified.","Apply Secure Design Principles in Application Architectures"
"DS-2",Applications,16,"16.11","Leverage vetted modules or services for application security components, such as identity management, encryption, and auditing and logging. Using platform features in critical security functions will reduce developers’ workload and minimize the likelihood of design or implementation errors. Modern operating systems provide effective mechanisms for identification, authentication, and authorization and make those mechanisms available to applications. Use only standardized, currently accepted, and extensively reviewed encryption algorithms. Operating systems also provide mechanisms to create and maintain secure audit logs.",0,1,1,"Ensure software supply chain security",Subset,Protect,"Ensure your enterprise’s SDLC (Software Development Lifecycle) or process include a set of security controls to govern the in-house and third-party software components (including both proprietary and open-source software) where your applications have dependencies. Define gating criteria to prevent vulnerable or malicious components being integrated and deployed into the environment. 

The software supply chain security controls at least should include following aspects:
- Identify the upstream dependencies required at the development, build, integration and deployment phase.
- Inventory and track the in-house and third-party software components for known vulnerability when there is a fix available in the upstream.
- Assess the vulnerabilities and malware in the software components using static and dynamic application testing for unknown vulnerabilities.
- Ensure the vulnerabilities and malware are mitigated using the appropriate approach. This may include source code local or upstream fix, feature exclusion and/or applying compensating controls if the direct mitigation is not available. 

Note: If closed source third-party components are used in your production environment where you may have limited visibility to its security posture. You should consider additional controls such as access control, network isolation and endpoint security to minimize the impact if there is a malicious activity or vulnerability associated with the component. ","Leverage Vetted Modules or Services for Application Security Components"
"IM-8",Applications,16,"16.12","Apply static and dynamic analysis tools within the application life cycle to verify that secure coding practices are being followed.",0,0,1,"Restrict the exposure of credential and secrets",Subset,Protect,"Ensure that applications developers securely handles credentials and secrets:
- Avoid embedding the credentials and secrets into the code and configuration files
- Use key vault or a secure key store service to store the credentials and secrets
- Scan for credentials in source code. 

Note: This is often governed and enforced through a secure software development lifecycle (SDLC) and DevOps security process","Implement Code-Level Security Checks"
"DS-4",Applications,16,"16.12","Apply static and dynamic analysis tools within the application life cycle to verify that secure coding practices are being followed.",0,0,1,"Integrate static application security testing into DevOps pipeline",Superset,Protect,"Ensure static application security testing (SAST) are part of the gating controls in the CI/CD workflow. The gating can be set based on the testing results to prevent vulnerable packages from committing into the repository, building into the packages, or deploying into the production.","Implement Code-Level Security Checks"
"DS-5",Applications,16,"16.12","Apply static and dynamic analysis tools within the application life cycle to verify that secure coding practices are being followed.",0,0,1,"Integrate dynamic application security testing into DevOps pipeline",Superset,Protect,"Ensure dynamic application security testing (DAST) are part of the gating controls in the CI/CD workflow. The gating can be set based on the testing results to prevent vulnerable packages from building into the packages or deploying into the production.","Implement Code-Level Security Checks"
,Applications,16,"16.13","Conduct application penetration testing. For critical applications, authenticated penetration testing is better suited to finding business logic vulnerabilities than code scanning and automated security testing. Penetration testing relies on the skill of the tester to manually manipulate an application as an authenticated and unauthenticated user. ",0,0,1,,,Protect,,"Conduct Application Penetration Testing"
"DS-1",Applications,16,"16.14","Conduct threat modeling. Threat modeling is the process of identifying and addressing application security design flaws within a design, before code is created. It is conducted through specially trained individuals who evaluate the application design and gauge security risks for each entry point and access level. The goal is to map out the application, architecture, and infrastructure in a structured way to understand its weaknesses.",0,0,1,"Conduct threat modeling

",Equivalent,Protect,"Perform threat modeling to identify the potential threats and enumerate the mitigating controls. Ensure your threat modeling serves the following purposes:
- Secure your applications and services in the production run-time stage. 
- Secure the artifacts, underlying CI/CD pipeline and other tooling environment used for build, test, and deployment. 
The threat modeling at least should include the following aspects:
- Define the security requirements of the application. Ensure these requirements are adequately addressed in the threat modeling.
- Analyze application components, data connections and their relationship. Ensure this analysis also includes the upstream and downstream connections outside of your application scope.
- List the potential threats and attack vectors that your application components, data connections and upstream and downstream services may be exposed to. 
- Identify the applicable security controls that can be used to mitigate the threats enumerated and identify any controls gaps (i.e., security vulnerabilities) that may require additional treatment plan.
- Enumerate and design the controls that can mitigate the vulnerabilities identified.","Conduct Threat Modeling"
"IR-2","N/A",17,"17.1","Designate one key person, and at least one backup, who will manage the enterprise’s incident handling process. Management personnel are responsible for the coordination and documentation of incident response and recovery efforts and can consist of employees internal to the enterprise, third-party vendors, or a hybrid approach. If using a third-party vendor, designate at least one person internal to the enterprise to oversee any third-party work. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",1,1,1,"Preparation - setup incident notification",Subset,Respond,"Ensure the security alerts and incident notification from the cloud service provider's platform and your environments can be received by correct contact in your incident response organization.","Designate Personnel to Manage Incident Handling"
"GS-7","N/A",17,"17.2","Establish and maintain contact information for parties that need to be informed of security incidents. Contacts may include internal staff, third-party vendors, law enforcement, cyber insurance providers, relevant government agencies, Information Sharing and Analysis Center (ISAC) partners, or other stakeholders. Verify contacts annually to ensure that information is up-to-date.",1,1,1,"Define and implement logging, threat detection and incident response strategy",Subset,Respond,"N/A
","Establish and Maintain Contact Information for Reporting Security Incidents"
"IR-2","N/A",17,"17.3","Establish and maintain an enterprise process for the workforce to report security incidents. The process includes reporting timeframe, personnel to report to, mechanism for reporting, and the minimum information to be reported. Ensure the process is publicly available to all of the workforce. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",1,1,1,"Preparation - setup incident notification",Superset,Respond,"Ensure the security alerts and incident notification from the cloud service provider's platform and your environments can be received by correct contact in your incident response organization.","Establish and Maintain an Enterprise Process for Reporting Incidents"
"IR-1","N/A",17,"17.4","Establish and maintain an incident response process that addresses roles and responsibilities, compliance requirements, and a communication plan. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",0,1,1,"Preparation - update incident response plan and handling process",Superset,Respond,"Ensure your organization follows industry best practice to develop processes and plans to respond to security incidents on the cloud platforms. Be mindful about the shared responsibility model and the variances across IaaS, PaaS and SaaS services. This will have a direct impact to how you will collaborate with your cloud provider in incident response and handling activities such as incident notification and triage, evidence collection, investigation, eradication and recovery.

Regularly test the incident response plan and handling process to ensure they're up to date.","Establish and Maintain an Incident Response Process"
"IR-5","N/A",17,"17.4","Establish and maintain an incident response process that addresses roles and responsibilities, compliance requirements, and a communication plan. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",0,1,1,"Detection and analysis - prioritize incidents",Superset,Respond,"Provide context to security operations team on which incidents to focus on first based on alert severity and asset sensitivity defined in your organization's incident response plan.","Establish and Maintain an Incident Response Process"
"GS-7","N/A",17,"17.4","Establish and maintain an incident response process that addresses roles and responsibilities, compliance requirements, and a communication plan. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",0,1,1,"Define and implement logging, threat detection and incident response strategy",Subset,Respond,"N/A
","Establish and Maintain an Incident Response Process"
,"N/A",17,"17.5","Assign key roles and responsibilities for incident response, including staff from legal, IT, information security, facilities, public relations, human resources, incident responders, and analysts, as applicable. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",0,1,1,,,Respond,,"Assign Key Roles and Responsibilities"
"IR-2","N/A",17,"17.6","Determine which primary and secondary mechanisms will be used to communicate and report during a security incident. Mechanisms can include phone calls, emails, or letters. Keep in mind that certain mechanisms, such as emails, can be affected during a security incident. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",0,1,1,"Preparation - setup incident notification",Subset,Respond,"Ensure the security alerts and incident notification from the cloud service provider's platform and your environments can be received by correct contact in your incident response organization.","Define Mechanisms for Communicating During Incident Response"
"IR-1","N/A",17,"17.7","Plan and conduct routine incident response exercises and scenarios for key personnel involved in the incident response process to prepare for responding to real-world incidents. Exercises need to test communication channels, decision making, and workflows. Conduct testing on an annual basis, at a minimum.",0,1,1,"Preparation - update incident response plan and handling process",Subset,Recover,"Ensure your organization follows industry best practice to develop processes and plans to respond to security incidents on the cloud platforms. Be mindful about the shared responsibility model and the variances across IaaS, PaaS and SaaS services. This will have a direct impact to how you will collaborate with your cloud provider in incident response and handling activities such as incident notification and triage, evidence collection, investigation, eradication and recovery.

Regularly test the incident response plan and handling process to ensure they're up to date.","Conduct Routine Incident Response Exercises"
"GS-7","N/A",17,"17.7","Plan and conduct routine incident response exercises and scenarios for key personnel involved in the incident response process to prepare for responding to real-world incidents. Exercises need to test communication channels, decision making, and workflows. Conduct testing on an annual basis, at a minimum.",0,1,1,"Define and implement logging, threat detection and incident response strategy",Subset,Recover,"N/A
","Conduct Routine Incident Response Exercises"
"IR-7","N/A",17,"17.8","Conduct post-incident reviews. Post-incident reviews help prevent incident recurrence through identifying lessons learned and follow-up action.",0,1,1,"Post-incident activity - conduct lesson learned and retain evidence",Equivalent,Recover,"Conduct lesson learned in your organization periodically and/or for major incidents to improve your future capability in incident response and handling. 

Based on the nature of the incident, retain of the evidence related to the incident for the period defined in the incident handling standard for further analysis or legal actions. ","Conduct Post-Incident Reviews"
