ssphp.use_case.id,ssphp.use_case.foundational_system,ssphp.use_case.savedsearch,ssphp.use_case.short_description,ssphp.cis_benchmark.control.title,ssphp.use_case.title,ssphp.cis_benchmark.control.profile_applicability,ssphp.cis_benchmark.control.level,ssphp.cis_benchmark.control.number,ssphp.cis_benchmark.control.group,ssphp.cis_benchmark.control.description,ssphp.cis_benchmark.control.rationale,ssphp.cis_benchmark.control.impact,ssphp.cis_benchmark.controls.ig1,ssphp.cis_benchmark.controls.ig2,ssphp.cis_benchmark.controls.ig3,ssphp.use_case.framework.ig_1,ssphp.use_case.framework.ig_2,ssphp.use_case.framework.ig_3,ssphp.cis_benchmark.controls.v8,ssphp.cis_benchmark.document.date,ssphp.cis_benchmark.document.name,ssphp.cis_benchmark.document.version,ssphp.cis_benchmark.version,ssphp.metadata.last_updated_by,ssphp.metadata.last_updated_date,ssphp.risk.expectancy,ssphp.risk.impact,ssphp.score.scoring_narrative,ssphp.score.threshold.green,ssphp.score.threshold.orange,ssphp.score.threshold.red,ssphp.score.ciso_priority,ssphp.use_case.control,ssphp.use_case.description
m365_001_cis_1-7,M365,ssphp_use_case_m365_001_cis_1-7,Idle session timeout,Ensure 'Idle session timeout' is set to '1 hour (or less)' for unmanaged devices,M365 001 [CIS 1.7],E3 Level 1,L1,1.7,Account / Authentication,"Idle session timeout allows the configuration of a setting which will timeout inactive users after a pre-determined amount of time. When a user reaches the set idle timeout session, they'll get a notification that they're about to be signed out. They have to select to stay signed in or they'll be automatically signed out of all Microsoft 365 web apps. Combined with a Conditional Access rule this will only impact unmanaged devices. A managed device is considered a device managed by Intune MDM.  The following Microsoft 365 web apps are supported : Outlook Web App, OneDrive for Business, SharePoint Online (SPO), Office.com and other start pages, Office (Word, Excel, PowerPoint) on the web, Microsoft 365 Admin Center.  NOTE: Idle session timeout doesn't affect Microsoft 365 desktop and mobile apps. The recommended setting is 1 hour (or less) for unmanaged devices.","Ending idle sessions through an automatic process can help protect sensitive company data, and will add another layer of security for end users who work on unmanaged devices that can potentially be accessed by the public. Unauthorized individuals onsite or remotely can take advantage of systems left unattended over time. Automatic timing out of sessions makes this more difficult.","If step 2 in the Audit/Remediation procedure is left out then there is no issue from this from a security standpoint. However, it will require users on trusted devices to sign in more frequently which could result in credential prompt fatigue.",TRUE,TRUE,TRUE,4.3,4.3,4.3,4.3 Configure Automatic Session Locking on Enterprise Assets,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,05/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,2,,
m365_002_cis_2-1,M365,ssphp_use_case_m365_002_cis_2-1,Admin Consent Workflow,Ensure the admin consent workflow is enabled,M365 002 [CIS 2.1],E3 Level 1,L1,2.1,Application Permissions,"The admin consent workflow gives admins a secure way to grant access to applications that require admin approval. When a user tries to access an application but is unable to provide consent, they can send a request for admin approval. The request is sent via email to admins who have been designated as reviewers. A reviewer takes action on the request, and the user is notified of the action.","The admin consent workflow (Preview) gives admins a secure way to grant access to applications that require admin approval. When a user tries to access an application but is unable to provide consent, they can send a request for admin approval. The request is sent via email to admins who have been designated as reviewers. A reviewer acts on the request, and the user is notified of the action.","To approve requests, a reviewer must be a global administrator, cloud application administrator, or application administrator. The reviewer must already have one of these admin roles assigned; simply designating them as a reviewer doesn't elevate their privileges.",FALSE,TRUE,TRUE,-,2.5,2.5,2.5 Allowlist Authorized Software,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,05/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_002_cis_2-10,M365,ssphp_use_case_m365_002_cis_2-10,Internal phishing protection for Forms,Ensure internal phishing protection for Forms is enabled,M365 002 [CIS 2.10],E3 Level 1,L1,2.1,Application Permissions,,,,TRUE,TRUE,TRUE,10.1,10.1,10.1,10.1 Deploy and Maintain Anti-Malware Software,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,19/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,2,,
m365_002_cis_2-11,M365,ssphp_use_case_m365_002_cis_2-11,Sharing Sways,Ensure that Sways cannot be shared with people outside of your organization,M365 002 [CIS 2.11],E3 Level 1,L1,2.11,Application Permissions,"Sway is a new app from Microsoft Office that allows users to create and share interactive reports, personal stories, presentations, and more. This setting controls user Sway sharing capability, both within and outside of the organization. By default, Sway is enabled for everyone in the organization.",Disable external sharing of Sway documents that can contain sensitive information to prevent accidental or arbitrary data leak.,"Interactive reports, presentations, newsletters and other items created in Sway will not be shared outside the organization by users.",FALSE,TRUE,TRUE,-,4.8,4.8,4.8 Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_002_cis_2-12,M365,ssphp_use_case_m365_002_cis_2-12,SharePoint and OneDrive AAD B2B integration,Ensure SharePoint and OneDrive integration with Azure AD B2B is enabled,M365 002 [CIS 2.12],E3 Level 1,L1,2.12,Application Permissions,"Azure AD B2B provides authentication and management of guests. Authentication happens via one-time passcode when they don't already have a work or school account or a Microsoft account. Integration with SharePoint and OneDrive allows for more granular control of how guest user accounts are managed in the organization's AAD, unifying a similar guest experience already deployed in other Microsoft 365 services such as Teams.","External users assigned guest accounts will be subject to Azure AD access policies, such as multi-factor authentication. This provides a way to manage guest identities and control access to SharePoint and OneDrive resources. Without this integration, files can be shared without account registration, making it more challenging to audit and manage who has access to the organization's data.",Azure B2B collaboration is used with other Azure services so should not be new or unusual. Microsoft also has made the experience seamless when turning on integration on SharePoint sites that already have active files shared with guest users. The referenced Microsoft article on the subject has more details on this.,FALSE,FALSE,FALSE,-,-,-,-,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,3,,
m365_002_cis_2-2,M365,ssphp_use_case_m365_002_cis_2-2,Integrated Apps Not Allowed,Ensure the admin consent workflow is enabled,M365 002 [CIS 2.2],E3 Level 2,L2,2.2,Application Permissions,App registrations allows users to register custom-developed applications for use within the directory.,"Third party integrated applications connection to services should be disabled, unless there is a very clear value and robust security controls are in place. While there are legitimate uses, attackers can grant access from breached accounts to third party applications to exfiltrate data from your tenancy without having to maintain the breached account.",Implementation of this change will impact both end users and administrators. End users will not be able to integrate third-party applications that they may wish to use. Administrators are likely to receive requests from end users to grant them permission to necessary third-party applications.,FALSE,TRUE,TRUE,-,2.5,2.5,2.5 Allowlist Authorized Software,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,05/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_002_cis_2-3,M365,ssphp_use_case_m365_002_cis_2-3,External Calendar Sharing,Ensure 'External sharing' of calendars is not available,M365 002 [CIS 2.3],E3 Level 2,L2,2.3,Application Permissions,External calendar sharing allows an administrator to enable the ability for users to share calendars with anyone outside of the organization. Outside users will be sent a URL that can be used to view the calendar.,"Attackers often spend time learning about organizations before launching an attack. Publicly available calendars can help attackers understand organizational relationships and determine when specific users may be more vulnerable to an attack, such as when they are traveling.","This functionality is not widely used. As a result, it is unlikely that implementation of this setting will cause an impact to most users. Users that do utilize this functionality are likely to experience a minor inconvenience when scheduling meetings or synchronizing calendars with people outside the tenant.",FALSE,TRUE,TRUE,-,4.8,4.8,4.8 Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,19/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_002_cis_2-4,M365,ssphp_use_case_m365_002_cis_2-4,Safe Links for Office Applications,Ensure Safe Links for Office Applications is Enabled,M365 002 [CIS 2.4],E5 Level 2,L2,2.4,Application Permissions,"Enabling Safe Links policy for Office applications allows URL's that exist inside of Office documents and email applications opened by Office, Office Online and Office mobile to be processed against Defender for Office time-of-click verification and rewritten if required. Note: E5 Licensing includes a number of Built-in Protection policies. When auditing policies note which policy you are viewing, and keep in mind CIS recommendations often extend the Default or Build-in Policies provided by MS. In order to Pass the highest priority policy must match all settings recommended","Safe Links for Office applications extends phishing protection to documents and emails that contain hyperlinks, even after they have been delivered to a user.","User impact associated with this change is minor - users may experience a very short delay when clicking on URLs in Office documents before being directed to the requested site. Users should be informed of the change as, in the event a link is unsafe and blocked, they will receive a message that it has been blocked.",TRUE,TRUE,TRUE,10.1,10.1,10.1,10.1 Deploy and Maintain Anti-Malware Software,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,19/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_002_cis_2-5,M365,ssphp_use_case_m365_002_cis_2-5,Safe Attachments,"Ensure Safe Attachments for SharePoint, OneDrive, and Microsoft Teams is Enabled",M365 002 [CIS 2.5],E5 Level 2,L2,2.5,Application Permissions,"Safe Attachments for SharePoint, OneDrive, and Microsoft Teams scans these services for malicious files.","Safe Attachments for SharePoint, OneDrive, and Microsoft Teams protects organizations from inadvertently sharing malicious files. When a malicious file is detected, that file is blocked so that no one can open, copy, move, or share it until further actions are taken by the organization's security team.","Impact associated with Safe Attachments is minimal, and equivalent to impact associated with anti-virus scanners in an environment.",TRUE,TRUE,TRUE,10.1,10.1,"9.7
10.1","9.7 Deploy and Maintain Email Server Anti-Malware Protections
10.1 Deploy and Maintain Anti-Malware Software",31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,19/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_002_cis_2-6,M365,ssphp_use_case_m365_002_cis_2-6,Download SharePoint infected files,Ensure Office 365 SharePoint infected files are disallowed for download,M365 002 [CIS 2.6],E5 Level 2,L2,2.6,Application Permissions,By default SharePoint online allows files that Defender for Office 365 has detected as infected to be downloaded.,"Defender for Office 365 for SharePoint, OneDrive, and Microsoft Teams protects your organization from inadvertently sharing malicious files. When an infected file is detected, that file is blocked so that no one can open, copy, move, or share it until further actions are taken by the organization's security team.",The only potential impact associated with implementation of this setting is potential inconvenience associated with the small percentage of false positive detections that may occur.,TRUE,TRUE,TRUE,10.1,10.1,10.1,10.1 Deploy and Maintain Anti-Malware Software,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,19/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_002_cis_2-7,M365,ssphp_use_case_m365_002_cis_2-7,Apps accessing company data ,Ensure user consent to apps accessing company data on their behalf is not allowed,M365 002 [CIS 2.7],E3 Level 2,L2,2.7,Application Permissions,"Control when end users and group owners are allowed to grant consent to applications, and when they will be required to request administrator review and approval. Allowing users to grant apps access to data helps them acquire useful applications and be productive, but can represent a risk in some situations if it's not monitored and controlled carefully.","Attackers commonly use custom applications to trick users into granting them access to company data. Disabling future user consent operations setting mitigates this risk, and helps to reduce the threat-surface. If user consent is disabled, previous consent grants will still be honored but all future consent operations must be performed by an administrator.","If user consent is disabled, previous consent grants will still be honored but all future consent operations must be performed by an administrator. Tenant-wide admin consent can be requested by users through an integrated administrator consent request workflow or through organizational support processes.",TRUE,TRUE,TRUE,3.3,3.3,3.3,3.3 Configure Data Access Control Lists,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,19/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_002_cis_2-8,M365,ssphp_use_case_m365_002_cis_2-8,Users installing Outlook add-ins,Ensure users installing Outlook add-ins is not allowed,M365 002 [CIS 2.8],E3 Level 2,L2,2.8,Application Permissions,"Specify the administrators and users who can install and manage add-ins for Outlook in Exchange Online By default, users can install add-ins in their Microsoft Outlook Desktop client, allowing data access within the client application.",Attackers exploit vulnerable or custom add-ins to access user data. Disabling userinstalled add-ins in Microsoft Outlook reduces this threat surface.,"Implementing this change will impact both end users and administrators. End users will be unable to integrate third-party applications they desire, and administrators may receive requests to grant permission for necessary third-party apps.",FALSE,TRUE,TRUE,-,9.4,9.4,9.4 Restrict Unnecessary or Unauthorized Browser and Email Client Extensions,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_002_cis_2-9,M365,ssphp_use_case_m365_002_cis_2-9,User Owned Apps and Services,Ensure 'User owned apps and services' is restricted,M365 002 [CIS 2.9],E3 Level 1,L1,2.9,Application Permissions,"By default, users can install add-ins in their Microsoft Word, Excel, and PowerPoint applications, allowing data access within the application. Do not allow users to install add-ins in Word, Excel, or PowerPoint.","Attackers commonly use vulnerable and custom-built add-ins to access data in user applications. While allowing users to install add-ins by themselves does allow them to easily acquire useful add-ins that integrate with Microsoft applications, it can represent a risk if not used and monitored carefully. Disable future user's ability to install add-ins in Microsoft Word, Excel, or PowerPoint helps reduce your threat-surface and mitigate this risk.","Attackers commonly use vulnerable and custom-built add-ins to access data in user applications. While allowing users to install add-ins by themselves does allow them to easily acquire useful add-ins that integrate with Microsoft applications, it can represent a risk if not used and monitored carefully. Disable future user's ability to install add-ins in Microsoft Word, Excel, or PowerPoint helps reduce your threat-surface and mitigate this risk.",FALSE,TRUE,TRUE,-,4.8,4.8,4.8 Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,05/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_003_cis_3-1,M365,ssphp_use_case_m365_003_cis_3-1,M365 Customer Lockbox,Ensure the customer lockbox feature is enabled,M365 003 [CIS 3.1],E5 Level 2,L2,3.1,Data Management,Customer Lockbox is a security feature that provides an additional layer of control and transparency to customer data in Microsoft 365. It offers an approval process for Microsoft support personnel to access organization data and creates an audited trail to meet compliance requirements.,Enabling this feature protects organizational data against data spillage and exfiltration.,Administrators will need to grant Microsoft access to the tenant environment prior to a Microsoft engineer accessing the environment for support or troubleshooting.,FALSE,FALSE,FALSE,-,-,-,-,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,05/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_003_cis_3-2,M365,ssphp_use_case_m365_003_cis_3-2,SharePoint Online Information Protection policies,Ensure SharePoint Online Information Protection policies are set up and used,M365 003 [CIS 3.2],E3 Level 2,L2,3.2,Data Management,"SharePoint Online Data Classification Policies enables organizations to classify and label content in SharePoint Online based on its sensitivity and business impact. This setting helps organizations to manage and protect sensitive data by automatically applying labels to content, which can then be used to apply policy-based protection and governance controls.","By categorizing and applying policy-based protection, SharePoint Online Data Classification Policies can help reduce the risk of data loss or exposure, and enable more effective incident response if a breach does occur.","The creation of data classification policies is unlikely to cause a significant impact on an organization. However, maintaining long-term adherence to policies may require ongoing training and compliance efforts across the organization. Therefore, organizations should include training and compliance planning as part of the data classification policy creation process.",FALSE,TRUE,TRUE,-,3.7,3.7,3.7 Establish and Maintain a Data Classification Scheme,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_003_cis_3-3,M365,ssphp_use_case_m365_003_cis_3-3,External Admin Access to Teams,Ensure 'external access' is restricted in the Teams admin center,M365 003 [CIS 3.3],E3 Level 2,L2,3.3,Data Management,"As of December 2021 the default for Teams external communication is set to 'People in my organization can communicate with Teams users whose accounts aren't managed by an organization.' This means that users can communicate with personal Microsoft accounts (e.g. Hotmail, Outlook etc.), which presents data loss / phishing / social engineering risks. NOTE: Skype for business is deprecated as of July 31, 2021 although these settings may still be valid for a period of time. See the link in the reference for more information.","Allowing users to communicate with Skype or Teams users outside of an organization presents a potential security threat as external users can interact with organization users over Skype for Business or Teams. While legitimate, productivity-improving scenarios exist, they are outweighed by the risk of data loss, phishing, and social engineering attacks against organization users via Teams. Therefore, it is recommended to restrict external communications in order to minimize the risk of security incidents.","The impact of disabling external access to Teams and Skype for an organization is highly dependent on current usage practices. If users infrequently communicate with external parties using these channels, the impact is likely to be minimal. However, if users regularly use Teams and Skype for client communication, the impact could be significant. Therefore, before disabling external access, users should be notified, and alternate communication mechanisms should be identified to ensure continuity of communication",FALSE,FALSE,FALSE,-,-,-,-,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_003_cis_3-4,M365,ssphp_use_case_m365_003_cis_3-4,DLP Policies,Ensure DLP policies are enabled,M365 003 [CIS 3.4],E3 Level 1,L1,3.4,Data Management,"Data Loss Prevention (DLP) policies allows Exchange Online and SharePoint Online content to be scanned for specific types of data like social security numbers, credit card numbers, or passwords.","Enabling DLP policies alerts users and administrators that specific types of data should not be exposed, helping to protect the data from accidental exposure.",Enabling a Teams DLP policy will allow sensitive data in Exchange Online and SharePoint Online to be detected or blocked. Always ensure to follow appropriate procedures in regards to testing and implementation of DLP policies based on organizational standards.,TRUE,TRUE,TRUE,3.1,3.1,3.1,3.1 Establish and Maintain a Data Management Process,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,19/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,2,,
m365_003_cis_3-5,M365,ssphp_use_case_m365_003_cis_3-5,DLP Policies for Teams,Ensure DLP policies are enabled for Microsoft Teams,M365 003 [CIS 3.5],E3 Level 1,L1,3.5,Data Management,"The default Teams Data Loss Prevention (DLP) policy rule in Microsoft 365 is a preconfigured rule that is automatically applied to all Teams conversations and channels. The default rule helps prevent accidental sharing of sensitive information by detecting and blocking certain types of content that are deemed sensitive or inappropriate by the organization. By default, the rule includes sensitive information types, such as credit card numbers and social security numbers, and applies to all users in the organization.",Enabling the default Teams DLP policy rule in Microsoft 365 helps protect an organization's sensitive information by preventing accidental sharing or leakage of that information in Teams conversations and channels.,"End-users may be prevented from sharing certain types of content, which may require them to adjust their behavior or seek permission from administrators to share specific content. Administrators may receive requests from end-users for permission to share certain types of content or to modify the policy to better fit the needs of their teams.",TRUE,TRUE,TRUE,3.1,3.1,3.1,3.1 Establish and Maintain a Data Management Process,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,19/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,2,,
m365_003_cis_3-6,M365,ssphp_use_case_m365_003_cis_3-6,Sharing by Sharepoint guests,Ensure that SharePoint guest users cannot share items they don't own,M365 003 [CIS 3.6],E3 Level 2,L2,3.6,Data Management,"SharePoint gives users the ability to share files, folder, and site collections. Internal users can share with external collaborators, who with the right permissions, could share those to another external party.","Sharing and collaboration are key; however, file, folder, or site collection owners should have the authority over what external users get shared with to prevent unauthorized disclosures of information.","Impact associated with this change is highly dependent upon current practices. If users do not regularly share with external parties, then minimal impact is likely. However, if users do regularly share with guests/externally, minimum impacts could occur as those external users will be unable to 're-share' content.",TRUE,TRUE,TRUE,3.3,3.3,3.3,3.3 Configure Data Access Control Lists,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,19/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_003_cis_3-7,M365,ssphp_use_case_m365_003_cis_3-7,External file sharing in Teams,Ensure external file sharing in Teams is enabled for only approved cloud storage services,M365 003 [CIS 3.7],E3 Level 2,L2,3.7,Data Management,"Microsoft Teams enables collaboration via file sharing. This file sharing is conducted within Teams, using SharePoint Online, by default; however, third-party cloud services are allowed as well. NOTE: Skype for business is deprecated as of July 31, 2021 although these settings may still be valid for a period of time. See the the link in the reference for more information.",Ensuring that only authorized cloud storage providers are accessible from Teams will help to dissuade the use of non-approved storage providers.,"Impact associated with this change is highly dependent upon current practices in the tenant. If users do not use other storage providers, then minimal impact is likely. However, if users do regularly utilize providers outside of the tenant this will affect their ability to continue to do so.",TRUE,TRUE,TRUE,3.3,3.3,3.3,3.3 Configure Data Access Control Lists,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,19/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_004_cis_4-1,M365,ssphp_use_case_m365_004_cis_4-1,Common Attachment Types,Ensure the Common Attachment Types Filter is enabled,M365 004 [CIS 4.1],E3 Level 1,L1,4.1,Email Security / Exchange Online,The Common Attachment Types Filter lets a user block known and custom malicious file types from being attached to emails.,Blocking known malicious file types can help prevent malware-infested files from infecting a host.,Blocking common malicious file types should not cause an impact in modern computing environments.,FALSE,TRUE,TRUE,-,9.6,9.6,9.6 Block Unnecessary File Types,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,19/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_004_cis_4-10,M365,ssphp_use_case_m365_004_cis_4-10,Malware Sending,Ensure notifications for internal users sending malware is Enabled,M365 004 [CIS 4.10],E3 Level 1,L1,4.1,Email Security / Exchange Online,"Exchange Online Protection (EOP) is the cloud-based filtering service that protects organizations against spam, malware, and other email threats. EOP is included in all Microsoft 365 organizations with Exchange Online mailboxes. EOP uses flexible anti-malware policies for malware protection settings. These policies can be set to notify Admins of malicious activity.","This setting alerts administrators that an internal user sent a message that contained malware. This may indicate an account or machine compromise, that would need to be investigated.",Notification of account with potential issues should not cause an impact to the user.,FALSE,TRUE,TRUE,-,17.5,17.5,17.5 Assign Key Roles and Responsibilities,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,19/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_004_cis_4-11,M365,ssphp_use_case_m365_004_cis_4-11,M365 MailTips for end users,Ensure MailTips are enabled for end users,M365 001 [CIS 4.11],E3 Level 2,L2,4.11,Email Security / Exchange Online,"MailTips are informative messages displayed to users while they're composing a message. While a new message is open and being composed, Exchange analyzes the message (including recipients). If a potential problem is detected, the user is notified with a MailTip prior to sending the message. Using the information in the MailTip, the user can adjust the message to avoid undesirable situations or non-delivery reports (also known as NDRs or bounce messages).",Setting up MailTips gives a visual aid to users when they send emails to large groups of recipients or send emails to recipients not within the tenant.,-,FALSE,FALSE,FALSE,-,-,-,-,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,05/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_004_cis_4-12,M365,ssphp_use_case_m365_004_cis_4-12,Priority account protection,Ensure Priority account protection is enabled and configured,M365 004 [CIS 4.12],E5 Level 1,L1,4.12,Email Security / Exchange Online,"Identify priority accounts to utilize Microsoft 365's advanced custom security features. This is an essential tool to bolster protection for users who are frequently targeted due to their critical positions, such as executives, leaders, managers, or others who have access to sensitive, confidential, financial, or high-priority information. Once these accounts are identified, several services and features can be enabled, including threat policies, enhanced sign-in protection through conditional access policies, and alert policies, enabling faster response times for incident response teams.","Enabling priority account protection for users in Microsoft 365 is necessary to enhance security for accounts with access to sensitive data and high privileges, such as CEOs, CISOs, CFOs, and IT admins. These priority accounts are often targeted by spear phishing or whaling attacks and require stronger protection to prevent account compromise. To address this, Microsoft 365 and Microsoft Defender for Office 365 offer several key features that provide extra security, including the identification of incidents and alerts involving priority accounts and the use of built-in custom protections designed specifically for them.",-,FALSE,FALSE,TRUE,-,-,9.7,9.7 Deploy and Maintain Email Server Anti-Malware Protections,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_004_cis_4-13,M365,ssphp_use_case_m365_004_cis_4-13,Priority accounts 'Strict protection' presets,Ensure Priority accounts have 'Strict protection' presets applied,M365 004 [CIS 4.13],E5 Level 1,L1,4.13,Email Security / Exchange Online,"Preset security policies have been established by Microsoft, utilizing observations and experiences within datacenters to strike a balance between the exclusion of malicious content from users and limiting unwarranted disruptions. These policies can apply to all, or select users and encompass recommendations for addressing spam, malware, and phishing threats. The policy parameters are pre-determined and non-adjustable. Strict protection has the most aggressive protection of the 3 presets. EOP: Anti-spam, Anti-malware and Anti-phishing, Defender: Spoof protection, Impersonation protection and Advanced phishing, Defender: Safe Links and Safe Attachments NOTE: The preset security polices cannot target Priority account TAGS currently, groups should be used instead.","Enabling priority account protection for users in Microsoft 365 is necessary to enhance security for accounts with access to sensitive data and high privileges, such as CEOs, CISOs, CFOs, and IT admins. These priority accounts are often targeted by spear phishing or whaling attacks and require stronger protection to prevent account compromise. The implementation of stringent, pre-defined policies may result in instances of false positive, however, the benefit of requiring the end-user to preview junk email before accessing their inbox outweighs the potential risk of mistakenly perceiving a malicious email as safe due to its placement in the inbox.","Strict policies are more likely to cause false positives in anti-spam, phishing, impersonation, spoofing and intelligence responses.",FALSE,TRUE,TRUE,-,10.7,"9.7
10.7","9.7 Deploy and Maintain Email Server Anti-Malware Protections
10.7 Use Behavior-Based Anti-Malware Software",31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,20/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
m365_004_cis_4-2,M365,ssphp_use_case_m365_004_cis_4-2,Exchange Online Spam Policies ,Ensure Exchange Online Spam Policies are set to notify administrators,M365 004 [CIS 4.2],E3 Level 1,L1,4.2,Email Security / Exchange Online,"In Microsoft 365 organizations with mailboxes in Exchange Online or standalone Exchange Online Protection (EOP) organizations without Exchange Online mailboxes, email messages are automatically protected against spam (junk email) by EOP. Configure Exchange Online Spam Policies to copy emails and notify someone when a sender in the organization has been blocked for sending spam emails.",A blocked account is a good indication that the account in question has been breached and an attacker is using it to send spam emails to other people.,Notification of users that have been blocked should not cause an impact to the user.,FALSE,TRUE,TRUE,-,17.5,17.5,17.5 Assign Key Roles and Responsibilities,31/03/2023,CIS Microsoft 365 Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,19/10/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
